,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1289,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Forest floor, ripe black fruit, truffle, leather and balsamic aromas open this bold, concentrated wine. The delicious palate offers layers of blackberry, spicy plum, black pepper, cassis and savory herb alongside big, velvety tannins. It has balance and depth but it's still young and needs time to develop complexity. Drink 2018–2030.",Collenottolo,Empson USA Ltd,Tenuta Bellafonte 2010 Collenottolo  (Montefalco Sagrantino),$55, Central Italy,94,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Tenuta Bellafonte
1290,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Ripe black plum, leather, game, truffle, blackberry and tobacco aromas unfold in the glass. These follow through to the rich palate along with black cherry, clove and baking spice. It's structured but elegant, with velvety tannins and a smooth texture. Drink 2016–2028.",Carapace,Palm Bay International,Tenute Lunelli 2008 Carapace  (Montefalco Sagrantino),$35, Central Italy,94,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2008,Tenute Lunelli
1291,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Prune, ripe berries, freshly ground black pepper and clove aromas lead the nose on this ripe, muscular wine. The palate delivers black cherry marinated in spirits and juicy plum while accents of nutmeg, tobacco and licorice add depth. It's still young, with youthfully assertive and tightly compact tannins. Drink 2017–2024.",,Omniwines Distribution,Antonelli 2009  Montefalco Sagrantino,$50, Central Italy,93,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Antonelli
1292,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Crushed black raspberry, plum, clove and white pepper are among the inviting aromas of this bold wine. The richly textured palate offers blackberry, mature cherry, black pepper and baking spice. Thanks to smooth, velvety tannins, it seamlessly combines power and grace. Drink 2016–2022.",,de Grazia Imports LLC,Cantina Fratelli Pardi 2009  Montefalco Sagrantino,$38, Central Italy,93,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Cantina Fratelli Pardi
1293,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Aromas of underbrush, leather, truffle and a balsamic note lead the nose on this lush wine. On the concentrated palate, ripe plum and blackberry take center stage while notes of vanilla, mocha, licorice and clove play supporting roles. Velvety tannins generate a smooth texture and make it extremely approachable. Drink through 2019.",,David Vincent Selection,Adanti 2007  Montefalco Sagrantino,$40, Central Italy,92,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2007,Adanti
1294,15%,"Montefalco Sagrantino, Central Italy, Italy",375 ml,Dessert, Italy,2/1/2015,"This rich, full-bodied dessert wine offers aromas of spicy plum, blackberry, prune and graphite. The dense palate doles out layers of blueberry syrup, clove and nutmeg alongside fresh acidity that makes this very drinkable.",Passito,Folio Fine Wine Partners,Arnaldo Caprai 2008 Passito  (Montefalco Sagrantino),$54, Central Italy,92,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2008,Arnaldo Caprai
1295,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Blue flower, leather, tobacco, espresso and spicy plum aromas unfold in the glass. The tightly wound palate offers toasted oak, coffee, sage and dried black fruit alongside bracing, teeth-coating tannins. Give this time to unwind. Drink 2017–2024.",25 Anni,Folio Fine Wine Partners,Arnaldo Caprai 2009 25 Anni  (Montefalco Sagrantino),$100, Central Italy,92,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Arnaldo Caprai
1296,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Polished and spicy, this structured wine features aromas of leather, truffle, blackberry and savory herb. The juicy palate delivers layers of fleshy black plum, black cherry, freshly ground peppercorn, tobacco and thyme alongside big, velvety tannins. Drink 2016–2024.",Collepiano,Folio Fine Wine Partners,Arnaldo Caprai 2009 Collepiano  (Montefalco Sagrantino),$50, Central Italy,92,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Arnaldo Caprai
1297,13.5%,"Montefalco Sagrantino, Central Italy, Italy",375 ml,Dessert, Italy,2/1/2015,"This inky purple dessert wine delivers high-toned fruit flavors of blueberry, blackberry jam, cinnamon, mocha and vanilla. Chewy tannins offer support and close on a nutmeg note.",Passito,de Grazia Imports LLC,Cantina Fratelli Pardi 2009 Passito  (Montefalco Sagrantino),$70, Central Italy,91,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Cantina Fratelli Pardi
1298,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Earthy aromas of leafy underbrush, leather, ripe blackberry, savory herb and baking spice lead the nose on this warm, full-bodied red. The lush, juicy palate offers ripe black plum, fig, black pepper and graphite alongside velvety tannins. A licorice note signals the close.",Etnico,Acid Inc Selections,Di Filippo 2010 Etnico  (Montefalco Sagrantino),$35, Central Italy,91,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Di Filippo
1299,14%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"A subdued nose offers whiffs of leather, tobacco, black plum and an earthy note of game. The palate delivers blackberry, prune, white pepper and savory herb. It's already accessible with smooth, almost slippery tannins. Drink through 2019.",Chiusa di Pannone,Omniwines Distribution,Antonelli 2007 Chiusa di Pannone  (Montefalco Sagrantino),$70, Central Italy,91,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2007,Antonelli
1300,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Aromas of plum cake, spicy blueberry and cocoa unfold in the glass of this structured wine. The palate delivers black cherry, vanilla, graphite, ground black pepper and well-integrated oak alongside assertive but refined tannins. It has muscle but also shows elegance and restraint. Drink 2015–2025.",RC2,Leonardo LoCascio Selections–The Winebow Group,Falesco 2010 RC2  (Montefalco Sagrantino),$50, Central Italy,91,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Falesco
1301,11%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Sparkling, Italy,2/1/2015,"Fragrant and elegant, this vibrant wine has aromas of crushed violet and spice. The creamy palate doles out juicy wild strawberry, raspberry and cake spice alongside zesty acidity.",Vecchia Modena Premium,Dalla Terra Winery Direct,Cleto Chiarli 2013 Vecchia Modena Premium  (Lambrusco di Sorbara),$16, Central Italy,90,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",2013,Cleto Chiarli
1302,14%,"Montefalco Sagrantino, Central Italy, Italy",375 ml,Dessert, Italy,2/1/2015,"Aromas of mature prune, blackberry and baking spice lead the nose and follow through to the rich palate along with cinnamon. It's balanced with fresh acidity and chewy tannins.",Passito,Vin Divino,Lungarotti 2009 Passito  (Montefalco Sagrantino),$60, Central Italy,90,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Lungarotti
1303,12%,"Lambrusco di Modena, Central Italy, Italy",750 ml,Sparkling, Italy,2/1/2015,"Elegant yet extremely accessible, this presents aromas of bright red berry, clove and a whiff of baked bread. The savory palate offers crushed raspberry, wild strawberry, toasted hazelnut and cinnamon alongside a soft mousse and fresh acidity. Panebianco, Golden State Wine.",Rosé Metodo Classico,Multiple U.S. importers,Cantina della Volta 2010 Rosé Metodo Classico  (Lambrusco di Modena),$30, Central Italy,90,Lambrusco di Modena,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",2010,Cantina della Volta
1304,14%,"Lazio, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Made from old vines of Cesanese, this structured red offers an intriguing fragrance of violets, rose, red berry, scorched earth and a whiff of nutmeg. The bright, juicy palate delivers wild cherry, orange peel, clove and baking spice alongside supple, smooth tannins.",Amarasco,Vias Imports,Principe Pallavicini 2012 Amarasco Cesanese (Lazio),$20, Central Italy,90,Lazio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Cesanese, Italian Red",2012,Principe Pallavicini
1305,15.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Underbrush, forest floor, crushed violet, new leather, mature plum and graphite aromas lead the nose on this brawny red. The hearty palate delivers dried black cherry, blackberry, nutmeg, grilled sage and licorice alongside youthfully aggressive but ripe tannins. Drink 2015–2025.",,Simões Imports,Romanelli 2010  Montefalco Sagrantino,$40, Central Italy,90,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Romanelli
1306,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Aromas of spicy plum cake, blueberry, forest floor, leather, oak and resin unfold in the glass. The palate weaves together black cherry, blackberry, licorice and tobacco alongside youthfully austere tannins that need time to soften and unwind.",Collepiano,Folio Fine Wine Partners,Arnaldo Caprai 2010 Collepiano  (Montefalco Sagrantino),$50, Central Italy,90,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Arnaldo Caprai
1307,11%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Sparkling, Italy,2/1/2015,"Crushed violet and ripe raspberry aromas lead the nose on this elegant wine. The creamy, frothy palate doles out bright sour cherry, wild strawberry, nectarine and cake spice.",Vigna del Cristo,"Frederick Wildman & Sons, Ltd",Cavicchioli 2013 Vigna del Cristo  (Lambrusco di Sorbara),$18, Central Italy,90,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",2013,Cavicchioli
1308,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"This brawny, earthy 11-year-old opens with aromas of leather, game, tobacco, graphite and mature plum. Given its age, it's surprisingly youthful, displaying dried dark cherry, fig, prune, black pepper and tobacco flavors alongside an assertive, tannic backbone. Drink through 2018.",Exubera,Marcello Guidi,Terre de la Custodia 2003 Exubera  (Montefalco Sagrantino),$100, Central Italy,90,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2003,Terre de la Custodia
1309,14%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Truffle, game, leather and black plum aromas open this earthy, full-bodied red. The palate offers ripe blackberry, juicy black cherry, mocha, white pepper and savory herb alongside assertive, drying tannins. It ends on a licorice note.",,Terlato Wines International,Cecchi 2010  Montefalco Sagrantino,$37, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Cecchi
1310,15.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Leather, tobacco, mature plum and clove aromas unfold in the glass. The robust palate doles out fleshy blackberry, cherries marinated in spirits, licorice and nutmeg while assertive tannins offer support. The heat of alcohol shows on the finish. Drink through 2019.",Fidenzio,Enoclassica Selection,Cantina Tudernum 2009 Fidenzio  (Montefalco Sagrantino),$45, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Cantina Tudernum
1311,14%,"Montefalco Sagrantino, Central Italy, Italy",375 ml,Dessert, Italy,2/1/2015,"This concentrated dessert wine opens with subdued aromas of dried black cherry, spice and raisin. The palate offers prune, toasted walnut and black pepper alongside polished tannins.",Passito,Vias Imports,Còlpetrone 2009 Passito  (Montefalco Sagrantino),$33, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Còlpetrone
1312,14%,"Montefalco Sagrantino, Central Italy, Italy",375 ml,Dessert, Italy,2/1/2015,"This dense dessert wine conveys aromas of fig, prune and blackberry jam. The palate offers dried black cherry, dark chocolate and cake spice alongside chewy tannins.",Passito,Allied Beverage Group,Villa Mora 2010 Passito  (Montefalco Sagrantino),$35, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Villa Mora
1313,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Robust and concentrated, this has a subdued nose that offers whiffs of steeped plum, forest floor and allspice. The palate displays dried black cherry, blackberry, espresso and grated nutmeg alongside bracing tannins.",,Multiple U.S. importers,Roccafiore 2009  Montefalco Sagrantino,$35, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Roccafiore
1314,11%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Sparkling, Italy,2/1/2015,"Fruity, fresh and frothy, this savory red opens with a lovely fragrance of violet, iris and woodland berry. The tangy, refreshing palate doles out raspberry, strawberry, baking spice and a hint of nectarine zest.",Sant'Agata,Porto Vino Italiano,Paltrinieri 2013 Sant'Agata  (Lambrusco di Sorbara),$17, Central Italy,89,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",2013,Paltrinieri
1315,14%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Aromas of prune, mature blackberry and baking spice open this dense dessert wine. The palate doles out blackberry jam, dried black berry and vanilla alongside chewy tannins.",Semèle,Allied Beverage Group,Signae 2011 Semèle  (Montefalco Sagrantino),$39, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2011,Signae
1316,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Full-bodied but accessible, this delivers ripe dark cherry, plum, black pepper and clove flavors. Fresh and balanced with polished tannins, it's already drinking well. Drink through 2019.",,Montcalm Wine Importers,Campo della Maestà 2009  Montefalco Sagrantino,$40, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Campo della Maestà
1317,13.5%,"Veronese, Veneto, Italy",750 ml,Red, Italy,2/1/2015,"This opens with earthy aromas of tilled earth, overripe fruit, leather and whiff of game. The soft, savory palate offers spicy plum, crushed blackberry, clove and mocha alongside soft tannins. Drink through 2016.",Jèma,Opici Wines,Cesari 2010 Jèma Corvina (Veronese),$48, Veneto,89,Veronese,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Corvina, Italian Red",2010,Cesari
1318,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Spicy and full-bodied, this features aromas of blue flower, ground black pepper, plum cake and a whiff of scorched earth. The palate offers dried black cherry, mineral, clove and a nutmeg note alongside tightly knit but refined tannins. It's a fresher and more approachable expression of Sagrantino compared to many of the heartier versions out there. Drink through 2019.",,Allied Beverage Group,Villa Mora 2009  Montefalco Sagrantino,$35, Central Italy,89,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Villa Mora
1319,9.5%,"Lambrusco Grasparossa di Castelvetro, Central Italy, Italy",750 ml,Sparkling, Italy,2/1/2015,"Aromas of crushed blue flower, spicy blueberry, juicy blackberry and baking spice characterize this savory, inky colored sparkler. The vivacious, off-dry palate is balanced by fresh acidity that leaves a clean finish. It's thoroughly enjoyable.",Robanera,"Frederick Wildman & Sons, Ltd",Cavicchioli NV Robanera  (Lambrusco Grasparossa di Castelvetro),$12, Central Italy,88,Lambrusco Grasparossa di Castelvetro,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco Grasparossa, Italian Red",,Cavicchioli
1320,11.5%,"Lambrusco Grasparossa di Castelvetro, Central Italy, Italy",750 ml,Sparkling, Italy,2/1/2015,"Plum, cassis and blueberry preserve aromas open this bubbly Lambrusco. The dry, savory palate offers crushed raspberry, blackberry, graphite and a hint of clove alongside brisk acidity and chewy tannins.",La Grasparossa Secco,Summit Selections,Zanasi 2013 La Grasparossa Secco  (Lambrusco Grasparossa di Castelvetro),$14, Central Italy,88,Lambrusco Grasparossa di Castelvetro,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco Grasparossa, Italian Red",2013,Zanasi
1321,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Aromas of leafy underbrush, roasted coffee bean and dried black cherry open this robust wine. The palate offers prune, fig, oak, blueberry extract, vanilla and espresso framed in firm tannins.",,Vias Imports,Tenute del Cerro 2009  Montefalco Sagrantino,$28, Central Italy,88,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Tenute del Cerro
1322,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Aromas include blackberry compote, game, overripe plum and allspice. The dense palate offers cassis, blueberry extract, black pepper and licorice alongside astringent tannins. The heat of alcohol shows on the midpalate.",Colle alle Macchie,Domaine Select Wine & Spirits,Tabarrini 2010 Colle alle Macchie  (Montefalco Sagrantino),$77, Central Italy,88,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Tabarrini
1323,12.5%,"Alto Adige, Northeastern Italy, Italy",750 ml,Red, Italy,2/1/2015,"A perfect summer red, this refreshing, light-bodied wine from northern Italy, made with the native Schiava grape, is loaded with bright red cherry, strawberry and white almond sensations. Thanks to soft acidity and supple tannins, it's an ideal wine to serve chilled and sip as an apéritif or pair with seafood.",,Chambers & Chambers,Elena Walch 2013 Schiava (Alto Adige),$15, Northeastern Italy,88,Alto Adige,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Schiava, Italian Red",2013,Elena Walch
1324,14.5%,"Montefalco Sagrantino, Central Italy, Italy",375 ml,Dessert, Italy,2/1/2015,"Subdued aromas of dried blackberry, spicy plum and clove lead the nose on this dessert wine. The palate offers prune, dried date and cake spice alongside mellow tannins and just enough fresh acidity to keep it from being cloying.",Passito,Montcalm Wine Importers,Campo della Maestà 2010 Passito  (Montefalco Sagrantino),$40, Central Italy,88,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Campo della Maestà
1325,16%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Made with organically farmed fruit, this opens with aromas of ripe plum, tilled earth, leather and spice. The dense, warm palate delivers crushed blackberry, blueberry extract, oak, black pepper, espresso and cinnamon alongside big, velvety tannins. It's flamboyant but it's shy on freshness and the burn of searing alcohol throws it off balance.",,Acid Inc Selections,Di Filippo 2010  Montefalco Sagrantino,$50, Central Italy,88,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Di Filippo
1326,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Grilled pepper, stewed black fruit, black currant, cedar and blackberry aromas lead the nose on this full-bodied red. The palate offers black plum, cherry marinated in spirits, black pepper and clove. It's still tightly wound with austere, astringent tannins. Drink after 2017.",,Vin Divino,Lungarotti 2009  Montefalco Sagrantino,$42, Central Italy,88,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Lungarotti
1327,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"The nose on this structured wine is rather subdued but eventually reveals notes of crushed blue flower, blackberry and leather. The palate offers mature black cherry, raspberry, black pepper and sage alongside raspy tannins.",,Marcello Guidi,Terre de la Custodia 2009  Montefalco Sagrantino,$39, Central Italy,88,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Terre de la Custodia
1328,16%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Dessert, Italy,2/1/2015,"Mature plum, raisin, carob and cinnamon aromas start off this dense dessert wine. The palate doles out concentrated blueberry, dried blackcurrant, cedar, candied ginger, chocolate and a note of black pepper.",Melanto Passito,Marcello Guidi,Terre de la Custodia 2009 Melanto Passito  (Montefalco Sagrantino),$39, Central Italy,88,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Terre de la Custodia
1329,14.2%,"Santa Barbara County, Central Coast, California, US",750 ml,Red, US,2/1/2015,"This Italian varietal wine was made outside of Austin, Texas with Santa Barbara fruit. Aromas mostly rely on the barrel, with oak and smoke prevalent. The easy-drinking flavors emphasize red fruit, proving light but with enough tannic backbone to pair with Texas barbecue.",,,Bell Springs 2012 Dolcetto (Santa Barbara County),$24, California,87, Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara County,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2012,Bell Springs
1330,11%,"Lambrusco di Sorbara, Central Italy, Italy",750 ml,Sparkling, Italy,2/1/2015,"Violet and bright red berry aromas leap from the glass of this frothy, informal red. The lively palate offers juicy strawberry, crushed rasberry and light spice notes with just a hint of citrus. Savory and refreshing, it's throughly enjoyable.",Primevo,Vinilandia USA,Villa di Corlo 2013 Primevo  (Lambrusco di Sorbara),$17, Central Italy,87,Lambrusco di Sorbara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",2013,Villa di Corlo
1331,12%,"Lambrusco Grasparossa di Castelvetro, Central Italy, Italy",750 ml,Sparkling, Italy,2/1/2015,"Aromas of cassis, spicy black plum and juicy blackberry follow through to the palate, balanced by ripe, round tannins. A licorice note signals the finish.",Piè Franco Secco,Summit Selections,Zanasi 2012 Piè Franco Secco  (Lambrusco Grasparossa di Castelvetro),$25, Central Italy,87,Lambrusco Grasparossa di Castelvetro,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco Grasparossa, Italian Red",2012,Zanasi
1332,14.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Earthy aromas recall truffle, underbrush, game and ripe plum accented with espresso. The palate offers spicy plum, dried blackberry, dried sage and licorice alongside massively astringent tannins.",,1_No Submitting Co,Tenuta Alzatura 2010  Montefalco Sagrantino,$45, Central Italy,87,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Tenuta Alzatura
1333,11%,"Lambrusco Grasparossa di Castelvetro, Central Italy, Italy",750 ml,Sparkling, Italy,2/1/2015,"Frothy and robust, this presents aromas of blue flower, ripe plum, fig and cassis that carry over to the palate, along with spicy blueberry. It's balanced with sharp acidity and hearty tannins.",Frizzante Secco,Vinilandia USA,Villa di Corlo 2013 Frizzante Secco  (Lambrusco Grasparossa di Castelvetro),$17, Central Italy,87,Lambrusco Grasparossa di Castelvetro,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco Grasparossa, Italian Red",2013,Villa di Corlo
1334,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Spicy plum, overripe raspberry, black pepper and espresso aromas open this concentrated wine. The dense, warm palate offers dark cherry marinated in spirits, dried blackberry, prune and licorice framed by austere, astringent tannins and evident alcohol that throws it off balance.",Colle Grimaldesco,Domaine Select Wine & Spirits,Tabarrini 2010 Colle Grimaldesco  (Montefalco Sagrantino),$55, Central Italy,87,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Tabarrini
1335,15.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Aromas suggest espresso, dried black currant, cedar and grilled herb. The warm palate offers oak, vanilla, licorice, stewed prune and evident alcohol. There's not quite enough fruit to support the iron-clad tannins that leave a mouth-puckering finish.",,"Vintage Imports, Inc",Le Cimate 2010  Montefalco Sagrantino,$42, Central Italy,87,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Le Cimate
1336,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"This hearty wine opens with aromas of lily, dried blue flower and black plum. The lively palate offers toasted oak, blackberry extract, vanilla and espresso alongside bracing tannins.",,VOS Selections,Moretti Omero 2008  Montefalco Sagrantino,$85, Central Italy,87,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2008,Moretti Omero
1337,13%,"Lambrusco di Modena, Central Italy, Italy",750 ml,Sparkling, Italy,2/1/2015,"Made with Lambrusco di Sorbara, this sparkler opens with aromas of violet, iris and red berry. The juicy palate offers wild cherry, crushed raspberry and a yeasty note of toasted bread crust alongside crisp acidity and tingly, persistent bubbles. Panebianco, Golden State Wine.",Metodo Classico Brut,Multiple U.S. importers,Cantina della Volta 2009 Metodo Classico Brut  (Lambrusco di Modena),$25, Central Italy,87,Lambrusco di Modena,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",2009,Cantina della Volta
1338,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Thick and concentrated, this opens with aromas of blueberry jam, toasted oak, wet underbrush, baking spice and a touch of vanilla. The tight palate offers dried black cherry, prune, tobacco, grilled sage and evident alcohol alongside astringent tannins that dry out the finish.",,Golden State Vintners,Bocale 2010  Montefalco Sagrantino,$40, Central Italy,87,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2010,Bocale
1339,15.5%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,2/1/2015,"Aromas of game, tilled earth, underbrush, leather, cocoa and scorched earth lead the nose. The evolved palate shows the heat of the vintage with stewed black plum, roasted coffee bean and mocha alongside fleeting tannins that leave a drying finish. The warmth of alcohol shows on the midpalate.",,Vias Imports,Còlpetrone 2007  Montefalco Sagrantino,$58, Central Italy,87,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2007,Còlpetrone
