,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
3901,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Ripe, bold and creamy, with vanilla and plum aromas. Vivid on the palate, with cherry, blackberry, coffee and chocolate flavors all registering. It's almost a lush wine, but there's firm but controlled acidity and tannins that keep it from losing focus. A Malbec that rises and conquers, and the price is right.",,Vine Connections,Mapema 2005 Malbec (Mendoza),$20 , Mendoza Province,90,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2005,Mapema
3902,N/A,"Wahluke Slope, Columbia Valley, Washington, US",750 ml,Red, US,11/1/2008,"This is 100% Malbec from the Wahluke Slope AVA, and it is delicious. It has the sharp tannins and spicy herbaceousness of the grape, with very tight, tart cassis and black raspberry fruit. Firm, tight, pure and clean, it's an excellent example of the variety.",,,William Church 2006 Malbec (Wahluke Slope),$38 , Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Wahluke Slope,Not rated yet [Add Your Review],Malbec,2006,William Church
3903,N/A,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"The style from La Reyne is becoming more refined, more structured as the vineyard matures. This 2006 is dense, black in color, with prominent wood elements, but still keeping fruit freshness, a delicious layer of black currants and spice, touched with licorice.",Le Prestige,1_No Submitting Co,Château la Reyne 2006 Le Prestige Malbec (Cahors),N/A, Southwest France,89,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2006,Château la Reyne
3904,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,11/1/2008,"The Malbec—firm and muscular—is amplified with 23% Cabernet Sauvignon from the estimable Bacchus vineyard. The wine is dark, what some call brooding, with tight, spicy boysenberry fruit, wrapped in smoky tannins. It seems to be holding something in reserve, for it tails off after an auspicious beginning once it hits the mid-palate. Tannins are well-managed but astringent; this wine needs a few more years in the cellar to show its best.",,,Three Rivers 2006 Malbec (Columbia Valley (WA)),$29 , Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Malbec,2006,Three Rivers
3905,14%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Tight and compact at first, then it shows a lot of rustic leather, herbs and olive along with plum, berry and ample oak. This is a charged wine, and its power is omnipresent even if it shows only moderate depth and structure. Finishes toasty, with mocha and cappuccino aftertastes.",,Kysela Père et Fils,Tiza 2005 Malbec (Mendoza),$20 , Mendoza Province,89,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2005,Tiza
3906,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"A little reduced on the nose, so it opens with licorice and some gassy, rubbery qualities. Time sends it in a good direction; what's left is big, meaty fruit flavors with mild tannins and good overall balance. Full and chewy right now, so drink sooner rather than later. Best now through spring 2009.",Pizzella Family Vineyard,Vine Connections,La Posta 2006 Pizzella Family Vineyard Malbec (Mendoza),$18 , Mendoza Province,89,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2006,La Posta
3907,13%,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"A rich, dense wine, packed with ripe flavors of black fruits, along with perfume from wood maturation. It has power, concentration and a potential for several years' aging.",Cuvée Tradition,Grape Expectations (CA),Château de Gaudou 2005 Cuvée Tradition Malbec (Cahors),$10 , Southwest France,89,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2005,Château de Gaudou
3908,13.50%,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"The basic Cahors from Clos d'un Jour is a fine revelation, brimming with blackberry fruits, dense tannins and ripe acidity. It revels in its dark colors and its freshness. Drink now.",,Millésimé Cellars,Le Clos d'un Jour 2004 Malbec (Cahors),N/A, Southwest France,89,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2004,Le Clos d'un Jour
3909,14%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Comes out firing, with hints of thistle, leather and campfire accenting blueberry and blackberry aromas. The palate keeps that same mix of herbs and black fruit, while the feel is rich to the point of suggesting berry syrup. With mocha, molasses and coffee on the finish, this is a big Malbec for near-term drinking.",,Vine Connections,BenMarco 2006 Malbec (Mendoza),$20 , Mendoza Province,89,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2006,BenMarco
3910,14%,"Río Negro Valley, Other, Argentina",750 ml,Red, Argentina,11/1/2008,"A deep-berried wine with penetrating fruit character and very smooth tannins. In fact, this is such a smooth wine that it almost registers as thick and syrupy. But down deep, at its very core, there's just enough pulse to make it vital. Still, there's no denying the blackberry, dark plum and raisiny richness on this Patagonian Malbec. Drink now through 2009.",J. Alberto,Vias Imports,Bodega Noemía de Patagonia 2007 J. Alberto Malbec (Río Negro Valley),$55 , Other,89,Río Negro Valley,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2007,Bodega Noemía de Patagonia
3911,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,11/1/2008,"Just the second Malbec from Fidélitas, this pure varietal bottling opens with deep, dark aromas of smoke, coffee and pepper, with saturated colors that seem to promise a dense, exotic wine. Though it is lively and offers nice flavors of pepper, berry and spice, it does not have the concentration in the mouth that the aromas suggest. There are some prickly herbal flavors, along with light chocolate, in the finish.",,,Fidelitas 2005 Malbec (Columbia Valley (WA)),$35 , Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Malbec,2005,Fidelitas
3912,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"This critter wine hasn't been consistent, but this vintage is very good. The nose is dry and a little bit woody, while the palate has roasted, fully ripe fruit backed by woodspice and chewy tannins. Some herbal character works its way into play, but overall this is recommended everyday Malbec.",,Folio Fine Wine Partners,Ñandú 2006 Malbec (Mendoza),$15 , Mendoza Province,88,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2006,Ñandú
3913,12.50%,"Touraine, Loire Valley, France",750 ml,Red, France,11/1/2008,"The original “black wine” of Cahors is obviously alive and well—and living in the Loire valley, to judge by the color of this wine. Made from ungrafted Malbec, this is rich, unoaked, a ripe but stalky textured wine that gives great perfumes and a firm, juicy and tannic aftertaste.",Vinifera,Dionysos Imports Inc,Henry Marionnet 2007 Vinifera Malbec (Touraine),$25 , Loire Valley,88,Touraine,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2007,Henry Marionnet
3914,13%,"Uco Valley, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"High Note reaches the high notes, the middle notes and the bass notes. It starts with dark berry aromas and clarity, while the palate is lively and fresh, with cherry and a light undercurrent of olive for flavors. A full, honest Malbec with size, character and balance.",Elevated,The Winebow Group LLC,High Note 2007 Elevated Malbec (Uco Valley),$13 , Mendoza Province,88,Uco Valley,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2007,High Note
3915,13%,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"Fresh, juicy black berry fruits and a dominant layer of acidity cover the wood spice and toast in this wine. It is fruity more than hugely structured, despite its dry tannins. The acidity continues right through, leaving a vivid, mouthwatering aftertaste.",K Price,Old World Wines Inc,Clos Troteligotte 2005 K Price Malbec (Cahors),N/A, Southwest France,88,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2005,Clos Troteligotte
3916,14.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Good red fruit on the opening and spicy. Ripe, intense and warming in the mouth, with a broad-sweeping wave of plum and raspberry. Feels a little creamy and then drying on the finish, with medium depth and lasting heat. Due to high alcohol and a related burn it needs food, i.e. anything off the grill.",,San Francisco Wine Exchange,Tomero 2006 Malbec (Mendoza),$15 , Mendoza Province,88,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2006,Tomero
3917,13.70%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Rubber and savory berry aromas lead it off. The palate shows good texture and overall smoothness, with round cassis and plum flavors. Very competent and solid on the finish, with toasty, warming afternotes and only a slight tannic grab. Textbook Malbec given the price range.",Ambar 1907,"Bordeaux, Etc Wine Trade",Andes Grapes 2006 Ambar 1907 Malbec (Mendoza),$18 , Mendoza Province,88,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2006,Andes Grapes
3918,14%,"Tupungato, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Ripe, full, sweet, oaky and even a touch confectionary, with a whiff of cotton candy blending with resin and spice from the barrels. The palate is superconcentrated, with blackberry and chocolate flavors, and on the finish the oak pushes things toward toast, coconut and burnt logs. Woody, but powerful and appealing.",Synthesis,The Vintner Group,Finca Sophenia 2007 Synthesis Malbec (Tupungato),$35 , Mendoza Province,88,Tupungato,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2007,Finca Sophenia
3919,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,11/1/2008,"Dark, smoky and herbal, this wine, the second Malbec from Maryhill, does capture some of that grape's lovely character. Tart wild berry fruit is cut with sharp acids, and laced with herb and hints of stone. There is a bit of saddle leather showing through the tannins, but not so much as to wipe out the sweet fruit. A persistent finish tastes like fresh picked raspberries.",Proprietor's Reserve,,Maryhill 2005 Proprietor's Reserve Malbec (Columbia Valley (WA)),$40 , Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Malbec,2005,Maryhill
3920,13%,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"A wine that shows the more friendly, less powerful side of Malbec. A ripe, fruity wine, dominated by its black currant flavors, the juiciness running through the tight, mineral character.",La Fourmi,Old World Wines Inc,Clos Troteligotte 2004 La Fourmi Malbec (Cahors),N/A, Southwest France,87,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2004,Clos Troteligotte
3921,13.50%,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"This least-expensive estate wine from La Caminade is also the fruitiest, an explosion of black berries and freshness, layered with cranberry dryness. The wine is delicious, ready to drink, pure fruit.",,Vigneron Imports,Château la Caminade 2005 Malbec (Cahors),N/A, Southwest France,87,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2005,Château la Caminade
3922,14%,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"A ripe, attractively fruity wine that shows the drink-me side of Malbec without losing the intense structure and dark tannins that also characterize the grape. It is big and bold, but also accessible now.",Zette Rouge,"Frederick Wildman & Sons, Ltd",Château Lagrézette 2003 Zette Rouge Malbec (Cahors),$12 , Southwest France,87,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2003,Château Lagrézette
3923,14%,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"A wine that emphasizes its minerality, the tannins almost stony in character. Big ripe blackberry jam flavors roll around the glass, but it remains a dry wine, with a risk that the texture will get too fat.",Classica,Misa Imports,Primo Palatum 2003 Classica Malbec (Cahors),$24 , Southwest France,87,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2003,Primo Palatum
3924,15%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Slightly closed and murky at first, but with airing it comes to life. The palate is tight and lively due to full acidity, but it gives structure and purpose to the wine's berry and pepper flavors. A little fiery but also endowed with length. Contains 13% Cabernet Sauvignon and Tempranillo.",,Massanois Imports,Ruca Malen 2004 Malbec (Mendoza),$18 , Mendoza Province,87,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2004,Ruca Malen
3925,13.90%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Soft, rich and full-bodied, but still well balanced and not flabby. If that sounds like good Malbec, then you're going to be happy with this dark, easygoing chunkster. Slightly bitter on the finish, but like coffee more than anything unpleasant.",,Tastings Import Company,Andean Sky 2007 Malbec (Mendoza),$15 , Mendoza Province,87,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2007,Andean Sky
3926,13%,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"This is the basic wine from Château du Cèdre, but it shows already the quality of wines produced at this leading Cahors estate. Ripe blackberry fruits, tightened with acidity, co-star with a delicious burst of spice and dry tannins.",Héritage,Chateau Saint Martin,Château du Cèdre 2005 Héritage Malbec (Cahors),N/A, Southwest France,87,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2005,Château du Cèdre
3927,13%,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"This is a traditional style—emphasizing earthy tannins and spicy fruit and is rough around the edges—but is a wine that would relish being partnered with sausages, salamis and hard cheeses. There is plenty of weight, the acidity coming from minerality and wood.",Cuvée des Vignes Centenaires,Alain Junguenet Selection,Clos de Gamot 2002 Cuvée des Vignes Centenaires Malbec (Cahors),$50 , Southwest France,87,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2002,Clos de Gamot
3928,13%,"Vin de Pays du Comté Tolosan, Southwest France, France",750 ml,Red, France,11/1/2008,"A wine that is all about fruit. The flavors are of licorice, with some bitter herbs, but there's also black currant jelly to go along with the fresh and vibrant acidity.",Le Malbec du Clos,Eagle Eye Brands,Clos Triguedina 2005 Le Malbec du Clos Malbec (Vin de Pays du Comté Tolosan),$18 , Southwest France,87,Vin de Pays du Comté Tolosan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2005,Clos Triguedina
3929,14%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Rubbery and smoky at first, with leather and berry fruit running secondary to the wine's more reduced qualities. But if given ten minutes to unwind, it shows wide black-fruit flavors, creaminess and finally some barrel-based resin. Gets better the more you work with it, but will always register as “oaky.”",Reserve,Epic Wines,Melipal 2006 Reserve Malbec (Mendoza),$46 , Mendoza Province,87,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2006,Melipal
3930,14%,"Río Negro Valley, Other, Argentina",750 ml,Red, Argentina,11/1/2008,"Seems like the most extracted, borderline raisiny A-Lisa to date (it began with the 2005 vintage). But if a touch of overripeness isn't a turn-off, then this meaty Malbec from Patagonia will be appealing for its plum, berry and chocolate talking points. Because it's so full and luggish, we say drink it soon.",A-Lisa,Vias Imports,Bodega Noemía de Patagonia 2007 A-Lisa Malbec (Río Negro Valley),$25 , Other,87,Río Negro Valley,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2007,Bodega Noemía de Patagonia
3931,13%,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"There's good dense fruit here, with a blackberry jam quality to the ripe fruit. The wine misses some richness, but makes up for it with its lively smooth tannins and acidity, and ripe, juicy aftertaste.",,Alain Junguenet Selection,Clos de Gamot 2005 Malbec (Cahors),$24 , Southwest France,87,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2005,Clos de Gamot
3932,14.50%,"Colchagua Valley, Chile",750 ml,Red, Chile,11/1/2008,"Blueberry, citrus peel and licorice work the nose on this interesting but limited Malbec. The palate seems racier and more acidic than one might expect, with snappy black cherry and berry flavors. Oak rises up on the finish, leaving chocolate in spades. Has critical mass but only medium depth and complexity.",Tribute,"Aveniù Brands, Inc",Caliterra 2006 Tribute Malbec (Colchagua Valley),$17 ,Colchagua Valley,86,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2006,Caliterra
3933,13.80%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Cloudy and a little stewy at first, which gives it a richer, plumper outward personality. With loads of earth and leather, fruit takes an early back seat before rising up in the form of black plum and berry. Finishes plump, with adequate structure. Gets better the more you get to know it.",Angel Paulucci Vineyard,Vine Connections,La Posta 2006 Angel Paulucci Vineyard Malbec (Mendoza),$18 , Mendoza Province,86,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2006,La Posta
3934,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Jammy aromas of raspberry and cherry show a slightly pickled, brambly edge, while the palate delivers tight, grabby cherry and berry flavors. There's a bit of cheesy tang to the finish, while sheering acidity and an overall light body make it food friendly.",Reserva,Moët Hennessy USA,Terrazas de Los Andes 2006 Reserva Malbec (Mendoza),$17 , Mendoza Province,86,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2006,Terrazas de Los Andes
3935,14%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Dark and quite oaky for a brand that earned its stripes via balanced wines that overdelivered. This vintage seems much more extracted and rough, with big, burly aromas and then tannins that grab the cheeks. Along the rough and tumble ride there's spice, pepper, blackberry and coffee. This wine pumps it out but is less polished than in the past.",Crios,Vine Connections,Susana Balbo 2007 Crios Malbec (Mendoza),$15 , Mendoza Province,86,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2007,Susana Balbo
3936,13%,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"A fresh, earthy wine that edges towards rustic, bringing with it some firm, very dry tannins as well as a dense, black fruit and plum skin structure. It's not a wine for aging, but demands solid winter food to be at its best.",La Perdrix,Old World Wines Inc,Clos Troteligotte 2005 La Perdrix Malbec (Cahors),N/A, Southwest France,86,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2005,Clos Troteligotte
3937,13%,"Vin de Pays du Lot, Southwest France, France",750 ml,Rose, France,11/1/2008,"Fresh acidity and a dry style make this a great food rosé. It has crisp red berry and currant fruits,  vibrant acidity and a lively aftertaste.",Rosé Troteligotte,Old World Wines Inc,Clos Troteligotte 2007 Rosé Troteligotte Malbec (Vin de Pays du Lot),N/A, Southwest France,86,Vin de Pays du Lot,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2007,Clos Troteligotte
3938,13.80%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Floral and clean on the nose, with good red fruit and cherry flavors. By no means is this a fat-styled, extracted Malbec. Instead it's fresh and crisp, but tasty and pretty well balanced, especially if there's some food along for the ride. Imported by USA Wine Imports.",Colección,JMS Selections,Finca Los Maza 2005 Colección Malbec (Mendoza),$11 , Mendoza Province,86,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2005,Finca Los Maza
3939,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Reduced and rubbery at first, but airing reveals bouncy cherry and raspberry aromas and flavors. The feel is juicy, almost whispy thin, and the finish is clean yet racy. If you don't mind a thinner palate that still carries good fruit (think Sangiovese), this is in that style.",Reserva Especial,Stanza,Finca El Retiro 2005 Reserva Especial Malbec (Mendoza),$15 , Mendoza Province,86,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2005,Finca El Retiro
3940,13.50%,"Tupungato, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"This may be the first time this wine has been labeled Reserve; in the past it was just Finca Sophenia Malbec. And truth be told, it's a good but regular Malbec with berries and raisin on the bouquet, and then juicy berry fruit on the palate. Solidly made, with solid structure.",Reserve,The Vintner Group,Finca Sophenia 2007 Reserve Malbec (Tupungato),$18 , Mendoza Province,86,Tupungato,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2007,Finca Sophenia
3941,14%,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"From old vines, this wine is certainly concentrated and powerful. But with an edge of bitterness, there is also the sense that the wine is too extracted, too intent on showing up its darkness, its dense structure and its impressive tannins.",Pur Plaisir Malbec,Vintage '59 Imports,Château Haut-Monplaisir 2003 Pur Plaisir Malbec Malbec (Cahors),$50 , Southwest France,86,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2003,Château Haut-Monplaisir
3942,N/A,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"Firm, tough, mineral and austere, this is a dense wine that grabs you with its structure and dark fruits. The acidity is lean, needing more time to develop as the wine fleshes out.",Pigmentum,Baron Francois Ltd,Georges Vigouroux 2005 Pigmentum Malbec (Cahors),$12 , Southwest France,86,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2005,Georges Vigouroux
3943,13.90%,"Altos de Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Fairly reduced, leaving gaseous aromas to struggle with earthy fruit. Talk about chunky ripe fruit and soft tannins: this has almost no detectable grip or grab, thus the structure is flabby and there's zero bite. Conversely, the flavors are deep and the richness is up there. Drink now.",,Vine Connections,Luca 2006 Malbec (Altos de Mendoza),$35 , Mendoza Province,86,Altos de Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2006,Luca
3944,12.60%,"Mendoza, Mendoza Province, Argentina",750 ml,Rose, Argentina,11/1/2008,"Toso's first-ever rosé of Malbec comes in a salmon color, with clean but generic aromas of melon, cotton candy and wet stones. The palate deals sweet peach with some spice, and the mouthfeel is full. Good in a round, drink-me-soon style.",Rosé,Guarachi Wine Partners,Pascual Toso 2007 Rosé Malbec (Mendoza),$12 , Mendoza Province,85,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2007,Pascual Toso
3945,13.70%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Dry and short on fruit, with strong barrel aromas of pepper, cinnamon and resin. In the mouth, there's more wood than fruit, leaving heat, vanilla and spice to overshadow mild strawberry/raspberry flavors. What's best about the wine is the mouthfeel; it's round and creamy, with length. Anyone averse to forward oak should steer clear of Utopía.",Utopía Roble,"Bordeaux, Etc Wine Trade",Viña El Cerno 2006 Utopía Roble Malbec (Mendoza),$20 , Mendoza Province,85,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2006,Viña El Cerno
3946,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Melted fudge and asphalt are draped on this young wine's bouquet. Given that opening, a palate of black plum and cassis isn't surprising. Feelwise, it's a touch rough and tannic, which is probably to be expected. Turns more herbal the more you sniff and swirl.",Barrica,Stanza,Finca El Retiro 2006 Barrica Malbec (Mendoza),$10 , Mendoza Province,85,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2006,Finca El Retiro
3947,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Creamy and rooty at first, and then smokier and darker as it settles. For young Malbec it displays both a jammy fruit side and an acidic center. So there's both ripeness and heft but also a piercing sizzle. Perfectly good for parties and less-serious imbibing.",,Vine Connections,Budini 2007 Malbec (Mendoza),$11 , Mendoza Province,85,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2007,Budini
3948,14%,"La Consulta, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"More sweet and rooty than precise on the nose, with spice, leather and oak playing backup. The palate is short in fruit and depth, with mild sharpness and tang to the raspberry and plum flavors. Blends kick and jangled edges with plenty of oak and lactic notes, and in the end it's good but not up to prime time.",Reserva,Epic Wines,Altocedro 2006 Reserva Malbec (La Consulta),$28 , Mendoza Province,85,La Consulta,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2006,Altocedro
3949,13.50%,"Tupungato, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"A bit of dust and leather for openers, with short black-fruit flavors and a big wave of tannins on the palate. So expect some grab and choppiness. Despite moderate hardness, there's good dark fruit and limited herbal intrusion.",Altosur,The Vintner Group,Finca Sophenia 2007 Altosur Malbec (Tupungato),$11 , Mendoza Province,85,Tupungato,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2007,Finca Sophenia
3950,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Obvio means obvious in Spanish, and this is an obvious yet fairly good Malbec. There's some ground spice, cinnamon and a little bretty cheese to the nose, but the palate is solid, and the berry and cherry flavors are correct for the variety. Best by the glass or in casual settings.",,Kysela Père et Fils,Obvio 2007 Malbec (Mendoza),$12 , Mendoza Province,85,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2007,Obvio
3951,14%,"Cahors, Southwest France, France",750 ml,Red, France,11/1/2008,"Wood-aged Malbec, and yes, the wood is all there. There is some fruit, red berries and some sweetness, but the wood dominates at this stage. Give it two years. Very provisional as of now.",Renaissance,Simon N Cellars,Château de Gaudou 2004 Renaissance Malbec (Cahors),N/A, Southwest France,84,Cahors,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2004,Château de Gaudou
3952,14.50%,"Uco Valley, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"From Santa Carolina, this Malbec is what you'd call meaty but a little raisiny. It shows signs of mild reduction, which pushes the flavors to marmalade. Pepper and a little coffee-like bitterness on the finish close the show. Drink now. Imported by Carolina Wine Brands USA.",Reserva,QW Wine Experts,Finca El Origen 2007 Reserva Malbec (Uco Valley),$12 , Mendoza Province,84,Uco Valley,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2007,Finca El Origen
3953,14%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Mildly lactic on the nose, with rhubarb and some leafiness. Gets better with airing as it offers chunky, rubbery black fruit and licorice flavors. Finishes thick and chewy, with grabby tannins. Not the most exciting, lively wine going but decent enough.",,"Bordeaux, Etc Wine Trade",Xama Kaye 2004 Malbec (Mendoza),$16 , Mendoza Province,84,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2004,Xama Kaye
3954,13.50%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Sharp and sassy for the most part, but with airing things improve a bit and you start to find red fruit and honest spice. The feel is lean and vibrant, with jumpy acids creating a crisp mouthfeel. Will settle somewhat but won't ever deliver much in the way of rich berry fruit or a chewy mouthfeel.",,Moët Hennessy USA,Terrazas de Los Andes 2007 Malbec (Mendoza),$11 , Mendoza Province,84,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2007,Terrazas de Los Andes
3955,12%,"Vin de Pays du Lot, Southwest France, France",750 ml,Red, France,11/1/2008,"A simple, unoaked Malbec that shows the earthy character, black fruit and high acidity of the grape. It's a straightforward wine, its acidity masking ripe fruits and a layer of dry tannin.",,1_No Submitting Co,Château la Caminade 2006 Malbec (Vin de Pays du Lot),N/A, Southwest France,84,Vin de Pays du Lot,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Malbec,2006,Château la Caminade
3956,13%,"Mendoza, Mendoza Province, Argentina",750 ml,Red, Argentina,11/1/2008,"Quite raisiny and pruny, from nose to palate to finish. But along the way there are touches of chocolate, earth, leather and cassis that help keep it afloat. And while we'd say it's probably too old and flat to warrant much of your time, it does have just enough pulse to still be alive. Imported by Vinecrest Co.",Private Reserve,Brotherhood Winery,Domaine Don Gonzalo 2001 Private Reserve Malbec (Mendoza),$22 , Mendoza Province,84,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Malbec,2001,Domaine Don Gonzalo
