,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1253,15.3%,"Calaveras County, Sierra Foothills, California, US",750 ml,Red, US,5/1/2012,"What a wine. It tries to intimidate. At first, by its bottle size and alcohol level, but in the glass this 100% Garnacha is like a purring kitten—well a purring 20-pound Maine Coon cat, joyous in its pretty red fruit, and its earthy, meaty, vanilla and cinnamon toast range of goodness. All lush, Twisted Oak's Torcido is, like a retro soap opera, brave and beautiful.",Torcido,,Twisted Oak 2009 Torcido Garnacha (Calaveras County),$32, California,93, Sierra Foothills,Virginie Boone,@vboone,Calaveras County,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Twisted Oak
1254,14.5%,"Clarendon, South Australia, Australia",750 ml,Red, Australia,5/1/2012,"Depending on the vintage, any of Clarendon Hills' Grenaches can excel. In 2008, Kangarilla offers a lovely texture somewhere between fine silt and silk. Brandied cherries give an impression of warmth, balanced by herbal nuances and reined in by that fine-grained texture. Drink now–2015.",Kangarilla,E & J Gallo,Clarendon Hills 2008 Kangarilla Grenache (Clarendon),$50, South Australia,92,Clarendon,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2008,Clarendon Hills
1255,14.5%,"Clarendon, South Australia, Australia",750 ml,Red, Australia,5/1/2012,"Featuring some dusty tannins on the finish, this is fairly structured for Aussie Grenache. Dried herbs and dried cherries are balanced by hints of dusty earth on the long finish. Drink 2013–2017.",Blewitt Springs,E & J Gallo,Clarendon Hills 2008 Blewitt Springs Grenache (Clarendon),$50, South Australia,91,Clarendon,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2008,Clarendon Hills
1256,14.5%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,5/1/2012,"This ripe Grenache is full-bodied and fruit-driven, but seems to have the stuffing to last at least 3–4 years. Cherry-berry flavors are punched up by herb and spice shadings that linger on the finish.",Bush Vine,Baum Wine Imports Inc,Chapel Hill 2008 Bush Vine Grenache (McLaren Vale),$29, South Australia,91,McLaren Vale,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2008,Chapel Hill
1257,13.9%,"Snipes Mountain, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2012,"Dried leaf and cherry tobacco scents highlight this well-made Grenache. It includes just a whiff or two of the classic funk, but the rich black-cherry fruit is the real star, well-ripened and leading into a clean, lingering finish.",Upland Vineyard,,Smasne Cellars 2009 Upland Vineyard Grenache (Snipes Mountain),$30, Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Snipes Mountain,Not rated yet [Add Your Review],Grenache,2009,Smasne Cellars
1258,14.9%,"El Dorado, Sierra Foothills, California, US",750 ml,Red, US,4/1/2012,"A tremendous Grenache from the Foothills, estate grown from Beaucastel budwood and let to develop slowly, this wine has acres to go before it sleeps. Still superdense and dark with fruity plum and anise predominating, it'll grow old with tenderness and grace.",Estate Bottled,,Cedarville 2009 Estate Bottled Grenache (El Dorado),$25, California,92, Sierra Foothills,Virginie Boone,@vboone,El Dorado,Not rated yet [Add Your Review],Grenache,2009,Cedarville
1259,13.7%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,4/1/2012,"This is an instantly loveable Grenache, bursting with ripe, sweet raspberries and cherries. Young and fresh, it's like sucking on a really good candy; then it finishes with a flourish of toast and mocha.",Far Away Vineyard,,Trio Vintners 2009 Far Away Vineyard Grenache (Yakima Valley),$26, Washington,91, Columbia Valley,Paul Gregutt,@paulgwine ,Yakima Valley,Not rated yet [Add Your Review],Grenache,2009,Trio Vintners
1260,14.3%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,4/1/2012,"Dark and smoky, this rather heavy-set Grenache has a chocolaty note from start to finish. The raspberry and black cherry fruit is tight but substantial, and the barrel aging—21 months in 20% new French oak—handled just right.",,,Ott & Murphy 2009 Grenache (Columbia Valley (WA)),$27, Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Grenache,2009,Ott & Murphy
1261,14.5%,"Clements Hills, Central Valley, California, US",750 ml,Red, US,3/1/2012,"Very savory and herbal, this is one of Bokisch's bigger-bodied reds, still bright with strawberry, cherry, even cranberry and earthy flavors and packing a powerful, Rioja-type finish at the end.",Terra Alta Vineyard,,Bokisch 2009 Terra Alta Vineyard Garnacha (Clements Hills),$18, California,89, Central Valley,Virginie Boone,@vboone,Clements Hills,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Bokisch
1262,14.7%,"Snipes Mountain, Columbia Valley, Washington, US",750 ml,Red, US,2/1/2012,"This is the first Grenache from Nefarious, and it's a beauty. Sourced from the Upland vineyard in the tiny Snipes Mountain AVA, it is bursting with pure, sweet fruit flavors, tart and lip-smackingly juicy. A subtle minerality with a hint of wet cement gives it tannic authority, while the aging in once-filled French oak barrels adds a touch of baking spices.",,,Nefarious 2009 Grenache (Snipes Mountain),$30, Washington,92, Columbia Valley,Paul Gregutt,@paulgwine ,Snipes Mountain,Not rated yet [Add Your Review],Grenache,2009,Nefarious
1263,12.3%,"El Dorado, Sierra Foothills, California, US",750 ml,Red, US,2/1/2012,"In previous years Sierra Vista used its Grenache only as a blender but no more. This bottling shows its rightful place as a standalone, savory and very herbal with meat and baking spices aplenty and all the bright, clean red raspberry and strawberry fruit a subtle Grenache can offer, all at a low alcohol level.",,,Sierra Vista 2009 Grenache (El Dorado),$27, California,88, Sierra Foothills,Virginie Boone,@vboone,El Dorado,Not rated yet [Add Your Review],Grenache,2009,Sierra Vista
1264,16%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,12/31/2011,"A huge load with sophistication and style to go with tons of raw power. Tobacco, balsam wood and pure blackberry aromas are stylish and enticing. Shows body and structure on the palate along with black fruit, mocha, chocolate and toast flavors. Long and heavenly on the finish. Drink now through 2015.",Aquilon,Fine Estates From Spain,Alto Moncayo 2008 Aquilon Garnacha (Campo de Borja),$166, Northern Spain,94,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Alto Moncayo
1265,16%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,12/31/2011,"Gets out of the blocks with massive cedar, balsamic, tobacco and bold berry aromas. It's super rich and thorough in the mouth, with excellent balance for a 16% ABV Garnacha. Flavors of roasted black fruits, coconut, coffee and mocha are giant; finishes even more oaky and barrel-driven, with vanilla, coconut and toast flavors. Drink now through the winter of 2013.",,Fine Estates From Spain,Alto Moncayo 2008 Garnacha (Campo de Borja),$47, Northern Spain,93,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Alto Moncayo
1266,15.5%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,12/31/2011,"Smoky, peppery and tight on the nose, with leather and dark fruit aromas. The palate is chewy and dense, with syrupy richness and sweet flavors of ripe blackberry, toast, coffee, mocha and chocolate. Big and round on the finish; rock solid and seriously built. Drink now through 2013.",Veraton,Fine Estates From Spain,Alto Moncayo 2008 Veraton Garnacha (Campo de Borja),$29, Northern Spain,92,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Alto Moncayo
1267,14.5%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,12/31/2011,"Pretty and forward, this lovely wine bursts forth with raspberry and sweet cherry tomato fruit flavors. A slight mintiness can also be detected, all within the context of an impeccably balanced, firm, pleasingly acidic young red wine.",Boushey Vineyard Le Midi,,Maison Bleue 2009 Boushey Vineyard Le Midi Grenache (Yakima Valley),$35, Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Yakima Valley,Not rated yet [Add Your Review],Grenache,2009,Maison Bleue
1268,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,12/31/2011,"From the (Cayuse) Armada Vineyard, the blend includes 8% Syrah. Very floral, with lovely scents of lily and spice. It's all fruit, with no new wood, and some whole cluster flavors of bark and stem. All nicely integrated and subtle, adding texture and detail. There is a streak of balsamic, and tart berry fruit flavors with a powerful, peppery, earthy component from the vineyard.",The Boy,,K Vintners 2008 The Boy Grenache (Walla Walla Valley (WA)),$50, Washington,90, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Grenache,2008,K Vintners
1269,14.5%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,12/31/2011,"Heavy doses of char, rubber, graphite and hickory dance with black fruit aromas. Tastes big, rich, resiny and lemony, with a ton of barrel action forcing up chocolate, resin and dark spice flavors. Warm and long on the finish, with power to spare. 100% Garnacha.",Tres Picos,Fine Estates From Spain,Borsao 2009 Tres Picos Garnacha (Campo de Borja),$17, Northern Spain,89,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Borsao
1270,14.5%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,12/31/2011,"A powerful specimen that plows straight ahead on the bouquet, dealing out whiffs of rubber, smoke and hickory along the way. Meaty feeling and deep, with roasted blackberry, woodspice and bitter chocolate flavors. Dark and chocolaty on the finish, with a note of bacon.",,Axial Vinos USA,Pagos del Moncayo 2009 Garnacha (Campo de Borja),$15, Northern Spain,88,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Pagos del Moncayo
1271,13.5%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,12/31/2011,"Savory and exotic on the nose, with blueberry and cardamom. The palate strikes hard with tannic clamp and reduction. Flavors run lemony and herbal, with star anise and cardamom mixing with berry fruit. Clacky and tight on the finish, but serious and complex. 350 cases made; drink now through 2012.",,Olé Imports,Pasolasmonjas 2008 Garnacha (Navarra),$28, Northern Spain,88,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Pasolasmonjas
1272,15%,"Heathcote, Victoria, Australia",750 ml,Red, Australia,12/31/2011,"Minty and raisiny on the nose, with Port-like elements of dried fruit and high (15.0%) alcohol. Still, it shows the variety's trademark delicate structure and silky texture.",Cornella Vineyard,Old Bridge Cellars,Jasper Hill 2007 Cornella Vineyard Grenache (Heathcote),$45, Victoria,87,Heathcote,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2007,Jasper Hill
1273,13.5%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,12/31/2011,"An unusual and exotic bouquet is the greeting; it smells like Middle Eastern spice, blueberry and cinnamon. Runs a bit flat and syrupy in the mouth, with raisin, stewed plum and spicy flavors. Fig and carob flavors define the finish, which is thick and soft.",Fagus,Scoperta Importing Co. Inc,Coto de Hayas 2007 Fagus Garnacha (Campo de Borja),$20, Northern Spain,86,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2007,Coto de Hayas
1274,14%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,12/31/2011,"Starts out with scratchy, dusty, red fruit aromas. The first impression in the mouth is of shrill acidity, but as it evolves and expands that acidity helps prop up cherry and red plum flavors. Cleansing and crisp on the finish, with structure and zest.",El Chaparral de Vega Sindoa Old Vines,Fine Estates From Spain,Vega Sindoa 2009 El Chaparral de Vega Sindoa Old Vines Garnacha (Navarra),$14, Northern Spain,86,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Vega Sindoa
1275,13.5%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,12/31/2011,"A touch stemmy on the nose, with herbal aromas and a hint of brine. Round on the palate, with a good mouthfeel and herbal berry flavors. Shows bounce and heat on the finish, but also a final note of green.",La Cantera,The Winebow Group LLC,Castillo de Monjardin 2009 La Cantera Garnacha (Navarra),$9, Northern Spain,85,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Castillo de Monjardin
1276,13.5%,"Mendocino, Mendocino County, California, US",750 ml,Red, US,12/31/2011,"It is entirely possible that this wine was simply released way too soon and thus tasted too early, but as is tannic and thin, a showcase for warm-weather Grenache without the variety's classic fruitiness and balance.",Jeriko Vineyards,,Jeriko 2010 Jeriko Vineyards Grenache (Mendocino),$33, California,84, Mendocino County,Virginie Boone,@vboone,Mendocino,Not rated yet [Add Your Review],Grenache,2010,Jeriko
1277,14.1%,"Umpqua Valley, Southern Oregon, Oregon, US",750 ml,Red, US,12/1/2011,"A grapey wine, thin and watery, with just a hint of raspberry soda pop and coffee grounds.",,,Reustle 2009 Grenache (Umpqua Valley),$26, Oregon,82, Southern Oregon,Paul Gregutt,@paulgwine ,Umpqua Valley,Not rated yet [Add Your Review],Grenache,2009,Reustle
1278,14.2%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,11/1/2011,"Effusively fruity, bursting with ripe scents and flavors of berries and cherries. There is an interesting underlayer of earthy peat moss, just as an accent. The concentration is exceptional, dense and layered and constantly reinventing itself as it rolls through a spicy, herbal finish.",God Only Knows,,Cayuse 2008 God Only Knows Grenache (Walla Walla Valley (WA)),$70, Washington,93, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Grenache,2008,Cayuse
1279,14.7%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,11/1/2011,"A delicious bottle, focused and deep, with plush cherry/berry fruit. It's crisply defined and nicely balanced, framing its substantial alcohol with just a hint of barrel toast (only about one sixth was aged in new oak).",,,Dusted Valley 2009 Grenache (Columbia Valley (WA)),$28, Washington,91, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Grenache,2009,Dusted Valley
1280,15%,"Montsant, Catalonia, Spain",750 ml,Red, Spain,11/1/2011,"A single-vineyard Garnacha that's ripe and sultry. There's earth and oak on the mineral-tinged nose and then smooth flavors of blackberry, baked plum and spice. Feels soft and mature for Garnacha, and therein lies the secret of Montsant: The better wines (like this one) have a pleasant, friendly quality to them.",Cabrida,European Cellars,Capçanes 2008 Cabrida Garnacha (Montsant),$55, Catalonia,90,Montsant,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Capçanes
1281,14%,"Montsant, Catalonia, Spain",750 ml,Red, Spain,11/1/2011,"Smoky and dry for starters, then crisp in the mouth, with bright red fruit flavors of cherry and plum. Picks up oak, heat and sweetness on the finish, but overall this is exactly the type of flavor-packed red wine most people want. Grenache with 15% Syrah.",Mas Donis Barrica,European Cellars,Capçanes 2009 Mas Donis Barrica Garnacha (Montsant),$15, Catalonia,89,Montsant,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Capçanes
1282,14.6%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,11/1/2011,"Plump and juicy flavors of bramble, red currant and raspberry lead into a smooth, satisfying middle with a streak of caramel running right through it. Excellent flavor and persistence for such a young wine. Just a little thin as it fades.",Stillwater Creek Vineyard,,Novelty Hill 2008 Stillwater Creek Vineyard Grenache (Columbia Valley (WA)),$28, Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Grenache,2008,Novelty Hill
1283,14.8%,"El Dorado, Sierra Foothills, California, US",750 ml,Red, US,11/1/2011,"This Sierra Foothills Grenache Noir, as it's labeled, has an intense, grapey nose, its taste silky, smooth and juicy with decent length and texture, though the wine could use more layers. Estate-grown, this is an interesting producer of Rhône varieties in El Dorado, this wine blended with 8% Mourvedre and 1% Petite Sirah.",Estate,,Holly's Hill 2009 Estate Grenache (El Dorado),$20, California,88, Sierra Foothills,Virginie Boone,@vboone,El Dorado,Not rated yet [Add Your Review],Grenache,2009,Holly's Hill
1284,14%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,11/1/2011,"Big, black and alive in the glass, with earth and black fruit aromas. The mouth is lively and pure, with blackberry and red plum flavors covering both the dark and red fruit bases. Grabby and long on the finish; very likable value-priced Grenache.",Garnacha,Fine Estates From Spain,Borsao 2010 Garnacha Garnacha (Campo de Borja),$8, Northern Spain,88,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2010,Borsao
1285,15%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,11/1/2011,"Floral and fresh smelling, with rosy notes, blueberry and nary any funk, leather or earth. Vibrant and juicy in the mouth, with boysenberry and plum flavors that set up a fruity, clean finish. Brighter, smoother and easier going than the 2009.",Old Vines,European Cellars,Evodia 2010 Old Vines Garnacha (Calatayud),$9, Northern Spain,88,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2010,Evodia
1286,13.5%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,11/1/2011,"Minty, pointy oak aromas jump out at you, followed by pepper, leather, spice and herbal berry scents. Tight and structured in the mouth, with black plum and ripe berry flavors. Turns oaky and hot on the finish, with vanilla and pepper flavors. A little fiery but the real deal for Calatayud.",Vinas Viejas,E & J Gallo,Las Rocas de San Alejandro 2008 Vinas Viejas Garnacha (Calatayud),$20, Northern Spain,88,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Las Rocas de San Alejandro
1287,14.5%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,11/1/2011,"This perennial Best Buy is once again rock solid. Fresh berry fruit and compote aromas make for a good bouquet. There's no shortage of acidity, so the palate is jumpy and lively, with crisp, almost tart raspberry and plum flavors. Structured and forward; hamburgers and pizza wine par excellence.",Monte Oton,Fine Estates From Spain,Borsao 2010 Monte Oton Garnacha (Campo de Borja),$7, Northern Spain,87,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2010,Borsao
1288,14%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,11/1/2011,"This Garnacha is another from the Borsao operations, and it's clean with plenty of black fruit on the nose and palate. Juicy, tight, forward stuff with a dark and peppery finish. A little raw and pointy, so drink with salami, a burger or skirt steak.",Viña Borgia,Fine Estates From Spain,Borsao 2010 Viña Borgia Garnacha (Campo de Borja),$6, Northern Spain,87,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2010,Borsao
1289,15%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,11/1/2011,"Earthy tobacco and natural warmth provide for a good nose. It's briary smelling as well, with racy cherry and plum flavors. Shows some heat from 15% alcohol, but for $9 wine it packs a lot power and flavor. Unmistakable Garnacha that reflects sunny environs.",Old Vines,European Cellars,Evodia 2009 Old Vines Garnacha (Calatayud),$9, Northern Spain,87,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Evodia
1290,14.5%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,11/1/2011,"Rubbery and dark on the nose, with lots of black plum and cherry to ponder. The palate is firm and balanced, with round, rubbery, roasted plum and dark berry flavors. Full, nice and long enough on the finish to keep you involved.",Unfiltered Old Vines,Kysela Père et Fils,Tres Ojos 2009 Unfiltered Old Vines Garnacha (Calatayud),$9, Northern Spain,87,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Tres Ojos
1291,14.5%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,11/1/2011,"Mint and milk chocolate are the lead aromas, followed by cherry and herbal notes. The wine is basic, fresh and fruity, with choppy tannins, heat and lively red berry flavors with citrus undertones. Runs a bit rough and heady.",La Multa Old Vine,Well-Oiled Wine Company,El Escocés Volante 2009 La Multa Old Vine Garnacha (Calatayud),$15, Northern Spain,86,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,El Escocés Volante
1292,15.2%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,11/1/2011,"Mineral and leather aromas are a combination of the wine's rocky soil origins and heat and dryness from 15.2% alcohol. Evolves in the glass, going from tasting spicy/earthy to medicinal plum and berry. Finishes round, sweet, hot, herbal and syrupy.",,E & J Gallo,Las Rocas de San Alejandro 2009 Garnacha (Calatayud),$14, Northern Spain,86,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Las Rocas de San Alejandro
1293,13.5%,"Cariñena, Northern Spain, Spain",750 ml,Red, Spain,11/1/2011,"Lightly herbal and briary smelling, with solid berry aromas. The palate is thorough and chewy, with herbal plum and berry flavors in front of a tasty, juicy finish that's medium in length and doesn't bite down.",La Gardea,Casa Ventura Imports,Bodegas la Aldea 2009 La Gardea Garnacha (Cariñena),$8, Northern Spain,86,Cariñena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Bodegas la Aldea
1294,13%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,11/1/2011,"Pointy on the nose, with modest fruit aromas suggestive of raspberry. A bit astringent across the palate, with red plum flavors that hit hard then fade fast, leaving bitterness akin to espresso. A crisp, juicy, tight style.",Viña Temprana,Scoperta Importing Co. Inc,Bodegas Aragonesas 2010 Viña Temprana Garnacha (Campo de Borja),$7, Northern Spain,84,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2010,Bodegas Aragonesas
1295,14.5%,"Cariñena, Northern Spain, Spain",750 ml,Red, Spain,11/1/2011,"Herbal up front, with pine aromas in addition to berry and plum. The palate is tannic and kind of gritty feeling, with medicinal cherry and candied berry flavors. Finishes sweet, with some burn.",Old Vine,Iberian Wine Importers,Sierra de Viento 2008 Old Vine Garnacha (Cariñena),$13, Northern Spain,84,Cariñena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Sierra de Viento
1296,13%,"Navarra, Northern Spain, Spain",750 ml,Rose, Spain,11/1/2011,"Salmon colored, with somewhat flat aromas of peach and sweet melon. Sweet on the palate, with weight and thickness along with cantaloupe and a candied aftertaste. Finishes chunky and flat; tasted twice with inconsistent findings. This note reflects the better bottle.",Rosado,Frontier Wine Imports,Ochoa 2010 Rosado Garnacha (Navarra),$14, Northern Spain,83,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2010,Ochoa
1297,14.5%,"Châteauneuf-du-Pape, Rhône Valley, France",750 ml,Red, France,10/1/2011,"Full bodied and concentrated, with a long, chewy finish, this wine gets points for being complex as well. It's plummy yet savory, with touches of braised beef, coffee and black olive. Drink 2013–2023.",Cuvée Spéciale,Wilson Daniels Ltd,Tardieu-Laurent 2007 Cuvée Spéciale Grenache (Châteauneuf-du-Pape),$85, Rhône Valley,92,Châteauneuf-du-Pape,Joe Czerwinski,,,Not rated yet [Add Your Review],Grenache,2007,Tardieu-Laurent
1298,14.8%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,Red, US,10/1/2011,"This is plenty ripe, with alcohol just under 15%. Fruit flavors are a little over the top, getting into pruney, or at least a cooked, compote character. But you'll find berries galore, the acidity to balance and a streak of bark in the tannins.",,,J. Scott Cellars 2009 Grenache (Rogue Valley),$25, Oregon,87, Southern Oregon,Paul Gregutt,@paulgwine ,Rogue Valley,Not rated yet [Add Your Review],Grenache,2009,J. Scott Cellars
1299,13.5%,"Montsant, Catalonia, Spain",750 ml,Red, Spain,10/1/2011,"A bit hard and leathery smelling, but there's enough cedar and smoky darkness to the nose that it invites you in. The palate is tight and drying, with earthy, slightly herbal flavors of spiced red berry. Short on fruit come finishing time but showing length, juicy acidity and structure.",,Vinaio Imports,Gran Vinaio 2007 Grenache (Montsant),$11, Catalonia,87,Montsant,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Grenache,2007,Gran Vinaio
1300,14%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,10/1/2011,"Among $8 reds this is really good. The nose is roasted and jammy, and it deepens and cleans up with airing. The palate is full, chunky and offers proper balance, while the flavors are plummy and deep, with a touch of raisin and rubber. Solid on the finish, with grapy lasting flavors.",,Aviva Vino,Veraz 2008 Garnacha (Campo de Borja),$8, Northern Spain,87,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Veraz
1301,14%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,10/1/2011,"Aromas of sweet black cherry and dark plum form a good bouquet. The palate has smack and acidic bite, but the flavors are forward and clean, with a focus on plum and black cherry. Finishes full and long, with licorice as well as leftover acidity.",,Aviva Vino,Granate 2008 Garnacha (Campo de Borja),$15, Northern Spain,86,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Granate
1302,13.5%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,10/1/2011,"Tire rubber, heat and funky, oak-based spice aromas are ominous and foretelling. The palate on this Garnacha is creamy and feels sticky, while the flavors are sugary and emphasize vanilla and marshmallow over clean fruit. Flaccid on the finish, with candied flavors.",Fagus Selección Especial,Scoperta Importing Co. Inc,Coto de Hayas 2008 Fagus Selección Especial Garnacha (Campo de Borja),$20, Northern Spain,83,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2008,Coto de Hayas
1303,N/A,"Snipes Mountain, Columbia Valley, Washington, US",750 ml,Red, US,9/1/2011,"As fine a Grenache as I have yet tasted from Washington State. The aching purity of the fruit, married to the density, focus and minerality, is breathtaking.",Upland Vineyard La Montagnette,,Maison Bleue 2009 Upland Vineyard La Montagnette Grenache (Snipes Mountain),$35, Washington,94, Columbia Valley,Paul Gregutt,@paulgwine ,Snipes Mountain,Not rated yet [Add Your Review],Grenache,2009,Maison Bleue
1304,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,7/1/2011,"A big, dark, modern wine with lemon and shoe polish on the nose but also rich black fruit aromas. The palate is both elegant and beefy, with lush blackberry and copious spice and chocolate flavors. Finishes full, mossy, rich and slightly herbal. A big success for varietal Rioja Grenache; drink now through 2012.",Monovarietales,"Classic Wines, Inc",Valserrano 2005 Monovarietales  (Rioja),$45, Northern Spain,92,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2005,Valserrano
1305,15%,"Calatayud, Northern Spain, Spain",750 ml,Red, Spain,7/1/2011,"Rich, warm, earthy and fully oaked, with mocha, molasses, blackberry and bacon aromas. The palate is huge but balanced, with clear, ripe black fruit, caramel and vanilla flavors. Modern and chunky but with flow and character; a winner for the price, with a toasty, mocha-driven finish.",Atteca Old Vines,Fine Estates From Spain,Bodegas Ateca 2009 Atteca Old Vines Garnacha (Calatayud),$16, Northern Spain,89,Calatayud,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2009,Bodegas Ateca
1306,N/A,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,7/1/2011,"Clean and fresh, this pure varietal Grenache captures the fruit nicely. Aged in neutral French oak for 15 months, it has smoothed out but shows no barrel spice at all. It's fruit, acid and crisp tannins, all in good proportion.",Lonesome Spring Ranch,,Tertulia 2008 Lonesome Spring Ranch Grenache (Yakima Valley),$25, Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Yakima Valley,Not rated yet [Add Your Review],Grenache,2008,Tertulia
